,tick0,tick1,tick2,tick4
GO:0030546,1,0,0,0
GO:0030547,0,1,0,0
GO:0030551,0,2,1,2
GO:0030552,0,0,1,0
GO:0030554,37,33,25,13
GO:0030555,1,1,1,0
GO:0030556,1,1,1,0
GO:0030558,1,1,1,0
GO:0030559,1,1,1,0
GO:0030572,0,1,0,0
GO:0030575,3,3,1,3
GO:0030576,2,2,1,2
GO:0030580,0,1,0,0
GO:0030581,1,0,1,0
GO:0030582,1,0,4,0
GO:0030584,0,0,2,0
GO:0030586,0,0,1,1
GO:0030587,1,0,3,0
GO:0030588,2,6,2,3
GO:0030589,2,5,2,2
GO:0030590,0,1,0,1
GO:0030594,0,4,0,3
GO:0030595,1,0,0,0
GO:0030616,3,2,1,3
GO:0030617,0,1,0,0
GO:0030618,0,1,0,2
GO:0030619,1,1,0,2
GO:0030620,2,0,0,0
GO:0030621,0,0,1,1
GO:0030623,1,0,0,0
GO:0030638,0,0,0,2
GO:0030641,3,8,3,6
GO:0030644,1,0,0,0
GO:0030647,0,0,0,2
GO:0030653,0,0,1,0
GO:0030654,0,0,1,0
GO:0030656,1,1,0,0
GO:0030658,1,3,1,2
GO:0030659,31,28,22,19
GO:0030660,8,12,8,4
GO:0030662,13,18,9,11
GO:0030663,8,10,5,4
GO:0030665,4,7,4,6
GO:0030666,12,7,2,5
GO:0030667,2,4,0,1
GO:0030669,2,2,0,1
GO:0030670,4,4,1,3
GO:0030672,2,2,0,4
GO:0030673,4,0,1,1
GO:0030674,12,10,5,9
GO:0030675,0,1,0,0
GO:0030677,1,1,0,1
GO:0030681,0,1,0,1
GO:0030684,2,2,5,3
GO:0030686,2,1,4,2
GO:0030687,0,0,2,1
GO:0030695,27,41,20,23
GO:0030702,1,1,1,0
GO:0030703,11,34,15,12
GO:0030705,14,15,10,6
GO:0030706,11,23,9,9
GO:0030707,65,94,36,51
GO:0030708,3,3,2,1
GO:0030709,1,2,0,1
GO:0030710,0,1,0,1
GO:0030713,3,7,4,2
GO:0030715,0,1,0,0
GO:0030716,12,18,4,10
GO:0030717,4,12,4,6
GO:0030718,16,23,8,20
GO:0030719,0,4,0,0
GO:0030720,11,6,4,5
GO:0030721,4,4,2,0
GO:0030722,2,3,1,2
GO:0030723,7,10,1,4
GO:0030724,3,3,0,0
GO:0030725,7,11,0,1
GO:0030727,6,13,9,4
GO:0030728,1,3,1,2
GO:0030730,2,2,0,3
GO:0030742,0,1,0,0
GO:0030799,4,5,1,6
GO:0030800,1,1,0,0
GO:0030801,2,4,1,4
GO:0030802,3,5,1,5
GO:0030803,1,1,0,0
GO:0030804,2,4,1,4
GO:0030808,3,5,1,5
GO:0030809,1,1,0,0
GO:0030810,2,4,1,4
GO:0030811,10,25,12,13
GO:0030812,1,0,0,2
GO:0030814,3,5,1,4
GO:0030815,1,1,0,0
GO:0030816,2,4,1,4
GO:0030817,3,5,1,4
GO:0030818,1,1,0,0
GO:0030819,2,4,1,4
GO:0030823,1,0,1,2
GO:0030826,0,0,1,1
GO:0030832,12,15,9,14
GO:0030833,12,13,8,11
GO:0030834,3,4,2,3
GO:0030835,3,4,2,3
GO:0030837,3,5,3,3
GO:0030838,6,5,3,7
GO:0030846,0,1,0,0
GO:0030849,1,0,1,1
GO:0030850,0,0,0,1
GO:0030855,47,74,50,44
GO:0030856,4,1,0,5
GO:0030857,1,0,0,0
GO:0030859,3,4,1,0
GO:0030863,10,12,4,5
GO:0030864,3,2,2,1
GO:0030865,12,13,3,11
GO:0030866,8,12,3,11
GO:0030867,9,7,0,4
GO:0030868,0,1,0,1
GO:0030877,3,1,0,4
GO:0030878,1,0,0,0
GO:0030879,1,3,0,1
GO:0030880,43,34,29,26
GO:0030882,2,0,1,0
GO:0030888,0,2,1,1
GO:0030890,0,2,1,1
GO:0030893,0,0,0,1
GO:0030894,2,2,1,1
GO:0030896,0,2,1,0
GO:0030897,0,0,0,1
GO:0030898,9,3,1,3
GO:0030900,16,12,6,7
GO:0030901,0,2,2,0
GO:0030902,5,6,7,4
GO:0030903,2,2,0,1
GO:0030904,1,0,0,0
GO:0030913,2,1,0,1
GO:0030914,3,4,3,4
GO:0030915,2,2,0,0
GO:0030934,0,0,0,1
GO:0030935,0,3,0,1
GO:0030950,0,0,1,0
GO:0030951,23,24,7,24
GO:0030952,23,24,8,24
GO:0030953,0,3,1,0
GO:0030955,0,0,2,0
GO:0030956,0,1,0,0
GO:0030958,1,1,1,0
GO:0030964,34,15,23,8
GO:0030968,10,8,7,9
GO:0030970,2,0,2,1
GO:0030971,0,2,3,0
GO:0030974,1,0,0,0
GO:0030976,1,1,0,0
GO:0030977,0,1,0,0
GO:0030981,0,3,1,0
GO:0030983,0,0,0,1
GO:0030990,1,0,1,0
GO:0030992,1,0,1,0
GO:0030996,0,1,0,0
GO:0031000,10,12,21,4
GO:0031001,0,0,0,1
GO:0031005,0,0,1,0
GO:0031010,2,3,3,1
GO:0031011,8,5,1,2
GO:0031012,9,16,9,12
GO:0031013,3,0,0,9
GO:0031016,1,3,3,2
GO:0031017,1,2,3,1
GO:0031018,1,2,2,1
GO:0031023,72,83,37,46
GO:0031032,59,37,34,39
GO:0031033,17,7,9,7
GO:0031034,17,6,9,7
GO:0031035,0,1,0,0
GO:0031037,0,1,0,0
GO:0031038,0,1,0,0
GO:0031045,1,0,0,0
GO:0031047,21,31,14,19
GO:0031048,2,2,2,1
GO:0031050,5,6,1,0
GO:0031053,0,2,0,0
GO:0031054,1,1,0,0
GO:0031055,0,0,0,8
GO:0031056,2,12,3,3
GO:0031057,0,1,0,0
GO:0031058,1,3,0,0
GO:0031060,1,7,3,1
GO:0031061,0,1,0,0
GO:0031063,1,0,0,0
GO:0031065,1,0,0,0
GO:0031071,0,2,1,0
GO:0031072,4,2,1,0
GO:0031076,1,3,0,0
GO:0031078,0,0,1,0
GO:0031080,3,4,0,2
GO:0031081,3,2,1,0
GO:0031082,4,1,3,0
GO:0031083,4,1,3,0
GO:0031088,0,2,0,0
GO:0031090,318,309,265,162
GO:0031091,3,4,0,2
GO:0031092,0,1,0,0
GO:0031093,2,2,0,0
GO:0031098,17,24,10,12
GO:0031099,4,15,9,5
GO:0031100,3,3,7,2
GO:0031101,0,1,0,1
GO:0031102,1,5,0,2
GO:0031103,0,2,0,2
GO:0031104,1,2,0,0
GO:0031105,1,3,0,0
GO:0031109,1,2,0,2
GO:0031110,9,20,4,12
GO:0031111,4,15,3,7
GO:0031112,1,1,0,1
GO:0031113,1,3,0,2
GO:0031114,8,17,4,10
GO:0031115,0,2,0,1
GO:0031116,1,1,0,1
GO:0031118,1,1,1,0
GO:0031122,9,21,4,8
GO:0031123,14,29,7,14
GO:0031124,10,23,5,11
GO:0031125,2,0,1,1
GO:0031127,0,0,0,1
GO:0031134,1,0,0,0
GO:0031135,0,0,2,0
GO:0031136,0,1,0,0
GO:0031137,0,1,3,1
GO:0031138,0,0,2,0
GO:0031139,0,1,0,0
GO:0031140,0,1,0,0
GO:0031142,0,1,0,0
GO:0031143,1,0,0,0
GO:0031145,15,6,3,9
GO:0031146,1,2,0,1
GO:0031151,0,0,2,0
GO:0031152,0,0,1,0
GO:0031160,0,0,1,0
GO:0031163,3,4,5,3
GO:0031167,3,3,2,1
GO:0031175,161,234,94,121
GO:0031177,1,1,0,1
GO:0031179,0,2,1,0
GO:0031201,1,2,1,1
GO:0031209,2,1,0,1
GO:0031210,0,0,2,0
GO:0031211,3,1,1,1
GO:0031213,1,1,0,1
GO:0031214,1,0,0,0
GO:0031224,143,195,129,92
GO:0031225,0,1,0,0
GO:0031226,37,58,34,30
GO:0031227,15,19,31,6
GO:0031228,0,2,1,0
GO:0031229,0,1,0,0
GO:0031231,2,2,2,3
GO:0031232,1,1,0,2
GO:0031233,0,1,0,2
GO:0031234,4,4,5,2
GO:0031235,1,3,1,1
GO:0031248,0,4,0,0
GO:0031249,2,0,0,0
GO:0031252,7,20,9,6
GO:0031253,14,21,10,10
GO:0031254,3,0,1,1
GO:0031256,5,9,3,2
GO:0031258,0,3,0,0
GO:0031261,0,1,2,0
GO:0031262,0,1,1,0
GO:0031267,11,11,6,7
GO:0031279,2,4,1,3
GO:0031280,1,1,0,0
GO:0031281,1,3,1,3
GO:0031282,0,0,0,1
GO:0031284,0,0,0,1
GO:0031290,5,4,2,3
GO:0031294,0,0,1,0
GO:0031295,0,0,1,0
GO:0031298,1,7,2,3
GO:0031300,21,28,36,13
GO:0031301,17,23,28,8
GO:0031304,2,0,0,1
GO:0031305,2,0,0,1
GO:0031306,1,2,1,1
GO:0031307,1,2,1,1
GO:0031312,0,0,2,1
GO:0031314,0,0,2,0
GO:0031321,1,0,2,0
GO:0031322,1,0,0,0
GO:0031323,409,664,279,335
GO:0031324,135,189,89,102
GO:0031325,129,185,83,103
GO:0031326,278,457,167,230
GO:0031327,93,127,47,62
GO:0031328,88,129,43,81
GO:0031329,54,87,38,45
GO:0031330,12,13,9,11
GO:0031331,11,18,8,9
GO:0031332,4,7,1,4
GO:0031333,5,7,4,6
GO:0031334,11,9,4,13
GO:0031335,0,1,0,1
GO:0031338,1,2,0,0
GO:0031339,0,1,0,0
GO:0031340,1,1,0,0
GO:0031341,0,0,2,0
GO:0031343,0,0,2,0
GO:0031344,32,39,22,30
GO:0031345,10,11,7,11
GO:0031346,14,16,6,15
GO:0031347,23,28,19,15
GO:0031348,5,3,2,4
GO:0031349,15,17,12,5
GO:0031362,0,1,0,0
GO:0031365,3,8,5,3
GO:0031369,10,5,2,7
GO:0031370,3,2,2,1
GO:0031396,24,12,8,12
GO:0031397,15,5,3,8
GO:0031398,18,4,7,6
GO:0031399,70,97,49,57
GO:0031400,26,28,16,23
GO:0031401,39,45,29,20
GO:0031402,0,0,2,0
GO:0031403,0,0,2,0
GO:0031404,1,0,1,2
GO:0031405,2,0,0,0
GO:0031406,16,16,6,7
GO:0031410,85,92,58,59
GO:0031414,0,3,0,0
GO:0031415,0,2,0,0
GO:0031416,0,1,0,0
GO:0031420,0,0,2,0
GO:0031424,0,1,1,0
GO:0031427,9,9,3,4
GO:0031428,0,0,0,1
GO:0031430,9,8,5,8
GO:0031435,0,0,0,1
GO:0031436,0,1,0,0
GO:0031440,2,4,1,2
GO:0031442,2,4,1,2
GO:0031445,2,1,3,0
GO:0031452,2,1,2,0
GO:0031453,0,0,1,0
GO:0031461,21,20,10,13
GO:0031462,8,2,1,2
GO:0031463,3,2,0,2
GO:0031464,2,1,0,2
GO:0031465,1,1,0,0
GO:0031466,1,0,0,0
GO:0031468,3,4,3,1
GO:0031475,0,1,4,4
GO:0031476,0,1,3,4
GO:0031477,0,0,0,1
GO:0031489,0,1,3,3
GO:0031490,1,9,1,1
GO:0031491,1,0,0,0
GO:0031497,10,8,5,9
GO:0031498,1,0,1,0
GO:0031503,6,13,4,8
GO:0031505,0,1,2,0
GO:0031507,2,3,0,1
GO:0031510,0,1,1,1
GO:0031513,2,2,2,0
GO:0031514,3,6,1,0
GO:0031515,0,1,0,0
GO:0031519,7,5,4,2
GO:0031520,0,0,1,0
GO:0031523,2,5,1,2
GO:0031526,4,5,6,5
GO:0031528,2,6,1,2
GO:0031529,0,2,0,0
GO:0031531,1,0,0,0
GO:0031532,4,7,3,7
GO:0031534,0,1,0,0
GO:0031536,0,3,1,0
GO:0031543,0,0,2,0
GO:0031545,0,0,2,0
GO:0031548,1,0,0,0
GO:0031550,1,0,0,0
GO:0031554,0,1,0,0
GO:0031562,0,0,1,0
GO:0031566,0,1,0,1
GO:0031570,42,49,22,33
GO:0031571,11,7,5,4
GO:0031572,29,40,13,29
GO:0031577,5,8,5,2
GO:0031579,0,0,0,1
GO:0031581,1,1,1,0
GO:0031588,2,0,0,0
GO:0031589,3,3,2,1
GO:0031593,3,2,1,2
GO:0031594,6,17,5,8
GO:0031595,1,0,0,0
GO:0031597,1,1,0,1
GO:0031616,0,3,0,1
GO:0031618,0,1,1,0
GO:0031623,0,2,0,0
GO:0031624,1,0,0,0
GO:0031625,4,3,0,4
GO:0031626,1,1,0,1
GO:0031629,0,1,2,0
GO:0031630,0,1,0,0
GO:0031631,0,1,0,0
GO:0031637,0,0,0,1
GO:0031638,0,2,0,0
GO:0031644,15,15,12,17
GO:0031645,5,4,2,1
GO:0031646,4,3,3,4
GO:0031647,33,28,14,23
GO:0031648,1,1,2,0
GO:0031650,0,1,1,0
GO:0031652,0,1,1,0
GO:0031660,0,1,0,0
GO:0031663,1,6,1,2
GO:0031664,1,0,0,0
GO:0031667,45,60,50,27
GO:0031668,25,28,22,12
GO:0031669,23,27,19,11
GO:0031670,1,3,1,1
GO:0031672,18,12,7,11
GO:0031674,23,19,21,26
GO:0031682,0,0,1,0
GO:0031683,0,2,1,1
GO:0031684,0,0,1,0
GO:0031727,1,0,0,0
GO:0031752,0,0,0,1
GO:0031811,0,0,0,1
GO:0031812,0,0,0,1
GO:0031901,2,6,5,4
GO:0031902,11,15,11,5
GO:0031903,4,11,11,5
GO:0031904,1,0,0,0
GO:0031907,6,7,6,5
GO:0031915,1,0,0,0
GO:0031929,1,1,2,0
GO:0031931,2,0,0,0
GO:0031932,2,0,0,0
GO:0031933,1,2,1,0
GO:0031934,1,1,1,0
GO:0031935,4,13,1,0
GO:0031936,1,8,0,0
GO:0031938,0,1,0,0
GO:0031939,0,1,0,0
GO:0031941,3,0,0,1
GO:0031952,0,1,0,0
GO:0031957,0,1,1,0
GO:0031960,6,10,9,5
GO:0031965,14,25,12,10
GO:0031966,160,98,93,62
GO:0031967,219,179,137,114
GO:0031968,19,13,12,8
GO:0031970,11,7,8,6
GO:0031974,413,457,247,259
GO:0031975,223,179,137,114
GO:0031976,0,0,1,0
GO:0031981,293,311,152,182
GO:0031982,107,117,87,69
GO:0031983,3,4,0,1
GO:0031984,9,12,18,8
GO:0031985,8,10,17,7
GO:0031987,3,3,7,1
GO:0031988,85,83,62,60
GO:0031990,1,1,0,0
GO:0031991,0,1,0,0
GO:0031998,1,1,1,1
GO:0032000,0,1,0,0
GO:0032005,0,0,1,0
GO:0032006,8,8,4,7
GO:0032007,1,1,0,2
GO:0032008,5,5,4,4
GO:0032010,0,0,1,0
GO:0032011,1,2,0,1
GO:0032012,0,1,0,1
GO:0032021,3,3,3,3
GO:0032024,0,2,0,0
GO:0032025,0,1,0,0
GO:0032027,0,0,1,1
GO:0032028,0,1,3,3
GO:0032033,0,0,0,1
GO:0032036,4,3,4,7
GO:0032038,0,0,0,1
GO:0032039,2,4,3,2
GO:0032040,0,1,1,0
GO:0032041,0,0,1,0
GO:0032042,1,4,3,1
GO:0032048,2,3,3,0
GO:0032049,2,3,3,0
GO:0032050,1,0,0,0
GO:0032055,3,5,1,2
GO:0032057,1,0,0,0
GO:0032059,0,1,0,0
GO:0032060,0,0,0,1
GO:0032069,5,5,5,5
GO:0032074,0,3,3,1
GO:0032075,5,2,2,4
GO:0032088,10,5,2,0
GO:0032091,4,1,4,3
GO:0032092,2,3,3,2
GO:0032094,0,1,2,0
GO:0032095,0,1,1,0
GO:0032101,21,22,19,21
GO:0032102,7,5,6,4
GO:0032103,4,3,1,8
GO:0032104,7,5,4,2
GO:0032105,3,1,3,2
GO:0032106,0,1,0,0
GO:0032107,7,5,4,2
GO:0032108,3,1,3,2
GO:0032109,0,1,0,0
GO:0032127,1,0,0,0
GO:0032135,0,0,0,1
GO:0032137,0,0,0,1
GO:0032138,0,0,0,1
GO:0032147,13,11,8,4
GO:0032153,9,9,6,7
GO:0032154,8,9,3,7
GO:0032155,9,9,3,7
GO:0032156,1,5,0,0
GO:0032182,10,12,3,9
GO:0032196,0,0,1,0
GO:0032200,5,4,1,10
GO:0032201,1,0,0,1
GO:0032204,0,2,0,0
GO:0032205,0,1,0,0
GO:0032206,0,1,0,0
GO:0032210,0,1,0,0
GO:0032212,0,1,0,0
GO:0032222,0,0,1,1
GO:0032224,0,0,1,1
GO:0032228,1,1,0,0
GO:0032231,0,3,2,0
GO:0032232,0,0,1,0
GO:0032233,0,2,1,0
GO:0032237,0,2,0,0
GO:0032252,1,4,0,0
GO:0032259,29,53,27,19
GO:0032261,0,2,0,1
GO:0032263,0,1,0,0
GO:0032264,0,1,0,0
GO:0032266,2,2,6,0
GO:0032268,136,177,80,109
GO:0032269,61,70,34,51
GO:0032270,54,64,35,31
GO:0032271,13,15,8,13
GO:0032272,3,6,3,4
GO:0032273,7,6,3,8
GO:0032276,0,0,0,2
GO:0032278,0,0,0,2
GO:0032281,0,0,0,1
GO:0032287,0,0,0,1
GO:0032288,2,1,0,1
GO:0032291,0,0,1,0
GO:0032292,0,0,0,1
GO:0032298,0,1,0,2
GO:0032300,0,2,1,1
GO:0032301,0,0,0,1
GO:0032309,1,0,1,4
GO:0032312,0,1,0,1
GO:0032313,0,2,0,0
GO:0032315,0,1,0,0
GO:0032318,2,14,8,5
GO:0032319,2,7,7,4
GO:0032320,2,12,7,3
GO:0032321,2,6,6,3
GO:0032324,4,5,5,3
GO:0032350,2,1,1,3
GO:0032352,0,0,0,2
GO:0032355,4,6,5,1
GO:0032364,1,0,1,1
GO:0032365,4,3,1,1
GO:0032366,3,2,1,0
GO:0032367,3,2,1,0
GO:0032368,0,8,4,2
GO:0032369,0,1,0,0
GO:0032370,0,2,0,0
GO:0032371,0,7,4,1
GO:0032373,0,2,0,0
GO:0032374,0,7,4,1
GO:0032376,0,2,0,0
GO:0032386,38,50,20,24
GO:0032387,5,12,2,4
GO:0032388,16,24,13,13
GO:0032389,0,2,1,0
GO:0032390,0,1,0,0
GO:0032391,1,1,0,0
GO:0032392,14,21,8,8
GO:0032400,2,1,0,4
GO:0032401,2,1,0,4
GO:0032402,2,1,0,4
GO:0032403,10,22,9,10
GO:0032404,0,2,1,0
GO:0032407,0,2,1,0
GO:0032409,6,7,7,9
GO:0032410,3,3,2,2
GO:0032411,4,3,2,3
GO:0032412,6,7,5,7
GO:0032413,3,3,2,1
GO:0032414,4,3,0,1
GO:0032415,1,0,0,0
GO:0032417,1,0,0,0
GO:0032420,1,0,0,2
GO:0032421,1,0,0,2
GO:0032432,7,9,1,1
GO:0032433,0,1,0,0
GO:0032434,13,11,7,12
GO:0032435,2,3,1,4
GO:0032436,8,7,6,6
GO:0032446,70,60,26,52
GO:0032447,1,0,0,0
GO:0032451,2,7,1,0
GO:0032452,1,7,1,0
GO:0032453,1,6,1,0
GO:0032456,4,4,0,0
GO:0032459,1,1,0,1
GO:0032461,1,1,0,1
GO:0032465,3,3,1,3
GO:0032467,2,1,0,3
GO:0032469,0,1,0,0
GO:0032479,7,4,2,0
GO:0032480,7,3,1,0
GO:0032481,0,1,1,0
GO:0032482,0,1,4,0
GO:0032483,0,2,0,0
GO:0032485,0,1,0,0
GO:0032486,1,2,1,0
GO:0032488,0,0,1,0
GO:0032489,0,3,1,1
GO:0032490,2,6,1,2
GO:0032493,1,1,0,0
GO:0032494,1,0,0,0
GO:0032496,11,15,18,8
GO:0032497,1,6,1,2
GO:0032499,1,0,0,0
GO:0032501,1043,1458,812,828
GO:0032502,1000,1380,763,792
GO:0032504,276,411,196,204
GO:0032505,1,1,4,0
GO:0032506,8,13,4,8
GO:0032507,23,30,9,18
GO:0032508,14,21,8,8
GO:0032509,4,3,5,1
GO:0032511,2,1,4,0
GO:0032526,3,4,7,1
GO:0032527,0,1,0,0
GO:0032528,1,1,0,0
GO:0032535,38,41,16,34
GO:0032536,0,0,0,1
GO:0032543,5,9,3,5
GO:0032549,75,81,56,37
GO:0032550,75,81,56,37
GO:0032552,1,0,0,0
GO:0032553,79,86,67,41
GO:0032554,1,0,0,0
GO:0032555,78,85,58,41
GO:0032558,1,0,0,0
GO:0032559,36,33,25,13
GO:0032561,47,54,37,28
GO:0032564,1,0,0,0
GO:0032570,2,0,2,1
GO:0032576,2,1,2,0
GO:0032577,2,1,2,0
GO:0032579,0,0,0,2
GO:0032580,5,6,10,3
GO:0032587,0,3,0,1
GO:0032588,3,4,0,1
GO:0032589,5,3,3,1
GO:0032592,3,3,3,2
GO:0032611,0,1,0,0
GO:0032612,0,1,0,0
GO:0032623,0,0,2,0
GO:0032642,0,2,0,0
GO:0032648,1,3,2,0
GO:0032651,2,0,0,4
GO:0032652,2,0,0,4
GO:0032655,1,1,0,0
GO:0032663,1,0,0,2
GO:0032675,2,1,1,0
GO:0032680,3,1,1,4
GO:0032715,0,0,1,0
GO:0032720,0,0,1,0
GO:0032722,0,2,0,0
GO:0032728,0,1,1,0
GO:0032731,2,0,0,4
GO:0032732,2,0,0,4
GO:0032735,0,1,0,0
GO:0032755,1,1,0,0
GO:0032760,0,1,0,0
GO:0032768,4,10,3,6
GO:0032769,1,1,1,2
GO:0032770,1,9,2,3
GO:0032774,110,189,65,84
GO:0032780,1,0,0,1
GO:0032781,1,2,2,1
GO:0032783,0,2,1,2
GO:0032784,5,7,4,8
GO:0032785,3,3,3,3
GO:0032786,2,4,1,4
GO:0032787,69,75,114,39
GO:0032790,2,1,0,1
GO:0032794,0,1,0,1
GO:0032799,0,1,0,1
GO:0032806,5,5,2,8
GO:0032807,1,0,0,1
GO:0032809,1,2,2,0
GO:0032813,0,0,0,1
GO:0032835,2,0,0,1
GO:0032836,0,0,0,1
GO:0032837,0,1,0,0
GO:0032838,0,1,0,3
GO:0032839,0,1,0,3
GO:0032844,9,15,7,13
GO:0032845,0,1,0,2
GO:0032846,1,4,4,2
GO:0032851,0,2,0,0
GO:0032852,0,1,0,0
GO:0032855,1,2,2,2
GO:0032856,0,0,2,1
GO:0032862,0,0,2,1
GO:0032863,0,0,2,0
GO:0032864,0,0,0,1
GO:0032868,18,21,20,8
GO:0032869,15,18,11,8
GO:0032870,31,27,22,20
GO:0032872,21,23,15,6
GO:0032873,6,7,5,0
GO:0032874,5,10,6,0
GO:0032875,0,0,0,1
GO:0032876,0,0,0,1
GO:0032878,0,1,2,0
GO:0032879,117,162,99,105
GO:0032880,33,47,19,31
GO:0032881,3,2,2,2
GO:0032885,2,2,2,2
GO:0032886,17,30,9,18
GO:0032887,0,1,0,0
GO:0032888,0,1,0,0
GO:0032889,0,0,1,0
GO:0032890,0,1,0,1
GO:0032891,0,1,0,0
GO:0032892,0,0,0,1
GO:0032922,3,10,1,5
GO:0032924,1,1,2,1
GO:0032925,1,3,0,1
GO:0032926,1,0,0,0
GO:0032927,0,3,0,1
GO:0032933,5,2,2,1
GO:0032934,10,8,5,8
GO:0032937,0,0,1,0
GO:0032940,61,98,61,48
GO:0032941,1,1,0,1
GO:0032943,1,1,1,2
GO:0032944,2,2,3,4
GO:0032945,1,0,0,3
GO:0032946,1,2,3,1
GO:0032947,4,2,7,3
GO:0032948,0,0,1,0
GO:0032949,0,0,1,0
GO:0032950,0,0,1,0
GO:0032951,0,0,1,0
GO:0032952,0,0,1,0
GO:0032953,0,0,1,0
GO:0032954,0,1,1,0
GO:0032955,0,0,1,0
GO:0032956,19,25,13,17
GO:0032958,0,1,0,1
GO:0032960,0,0,0,2
GO:0032962,0,0,0,2
GO:0032963,0,1,0,0
GO:0032964,0,1,0,0
GO:0032965,1,3,3,0
GO:0032967,1,3,3,0
GO:0032968,2,4,1,4
GO:0032970,21,25,13,18
GO:0032981,2,3,2,0
GO:0032982,18,6,0,9
GO:0032984,18,13,8,9
GO:0032986,1,0,1,0
GO:0032988,2,2,0,1
GO:0032989,241,308,153,186
GO:0032990,160,223,96,118
GO:0032991,1013,1049,594,643
GO:0032993,6,12,12,13
GO:0032994,1,0,2,0
GO:0032995,0,0,1,0
GO:0033002,0,1,1,0
GO:0033003,1,0,2,0
GO:0033011,0,1,0,0
GO:0033013,2,2,3,4
GO:0033014,2,2,2,4
GO:0033015,0,0,1,0
GO:0033017,2,4,1,5
GO:0033036,261,327,155,188
GO:0033043,71,104,46,65
GO:0033044,9,20,8,5
GO:0033045,4,2,0,0
GO:0033047,4,2,0,0
GO:0033057,30,49,18,23
GO:0033059,8,6,2,4
GO:0033060,6,10,2,2
GO:0033076,0,1,8,0
GO:0033077,2,1,0,0
GO:0033081,0,1,1,2
GO:0033083,0,0,1,0
GO:0033084,0,0,1,0
GO:0033089,0,1,0,1
GO:0033091,0,0,1,0
GO:0033092,0,0,1,0
GO:0033101,0,0,1,0
GO:0033106,0,1,1,2
GO:0033108,2,4,3,0
GO:0033116,0,3,1,1
GO:0033119,9,4,2,6
GO:0033120,1,0,1,0
GO:0033121,10,25,12,13
GO:0033124,5,23,10,11
GO:0033130,0,0,0,1
GO:0033135,1,1,1,2
GO:0033138,1,1,1,2
GO:0033143,4,4,3,4
GO:0033144,0,1,0,0
GO:0033145,3,2,2,4
GO:0033146,3,2,2,4
GO:0033148,3,2,2,4
GO:0033150,0,1,0,0
GO:0033151,1,0,0,0
GO:0033152,1,0,0,0
GO:0033157,22,31,10,15
GO:0033158,2,1,0,2
GO:0033160,2,1,0,2
GO:0033166,0,0,0,2
GO:0033167,1,1,1,0
GO:0033168,1,2,1,0
GO:0033170,0,1,0,0
GO:0033176,11,10,7,12
GO:0033177,10,9,3,6
GO:0033178,17,6,8,11
GO:0033179,2,6,2,4
GO:0033180,8,3,5,6
GO:0033181,10,8,7,10
GO:0033186,1,1,1,0
GO:0033194,7,2,3,1
GO:0033197,0,1,0,1
GO:0033202,8,6,2,2
GO:0033206,8,22,15,9
GO:0033207,0,0,0,1
GO:0033209,4,4,1,0
GO:0033211,0,4,1,1
GO:0033212,0,0,0,1
GO:0033218,24,19,8,15
GO:0033227,14,17,8,14
GO:0033233,2,1,0,0
GO:0033235,2,1,0,0
GO:0033238,10,10,9,11
GO:0033239,2,1,2,0
GO:0033240,2,1,1,2
GO:0033260,2,5,1,3
GO:0033261,0,1,0,0
GO:0033267,18,26,13,18
GO:0033268,1,0,0,2
GO:0033270,1,0,0,1
GO:0033273,3,5,4,3
GO:0033275,2,1,0,0
GO:0033276,0,2,3,4
GO:0033280,0,0,1,1
GO:0033292,2,0,0,1
GO:0033293,5,4,0,1
GO:0033301,3,6,1,1
GO:0033306,0,0,3,0
GO:0033314,0,1,0,0
GO:0033333,1,3,2,2
GO:0033334,1,3,2,2
GO:0033339,1,3,2,2
GO:0033344,6,9,4,5
GO:0033363,4,3,0,4
GO:0033365,77,69,32,46
GO:0033391,1,1,0,3
GO:0033483,1,0,1,1
GO:0033500,8,12,7,0
GO:0033522,1,1,0,1
GO:0033539,0,4,3,3
GO:0033540,2,2,3,0
GO:0033549,0,1,0,0
GO:0033552,0,1,0,0
GO:0033553,0,1,0,0
GO:0033554,203,228,138,142
GO:0033555,2,2,1,0
GO:0033558,6,8,3,2
GO:0033559,4,6,14,0
GO:0033561,0,1,0,0
GO:0033563,3,1,0,1
GO:0033565,0,3,1,3
GO:0033572,3,2,2,3
GO:0033574,2,1,7,1
GO:0033577,0,0,2,0
GO:0033578,0,0,1,0
GO:0033588,1,2,0,0
GO:0033590,2,2,2,0
GO:0033598,0,1,0,0
GO:0033613,5,7,1,5
GO:0033615,0,0,1,0
GO:0033619,3,3,4,0
GO:0033628,2,1,0,1
GO:0033630,1,0,0,0
GO:0033632,1,1,0,1
GO:0033673,10,20,13,13
GO:0033674,21,23,15,9
GO:0033683,0,3,1,0
GO:0033684,0,0,0,2
GO:0033686,0,0,0,2
GO:0033688,0,1,0,0
GO:0033692,1,4,6,4
GO:0033695,1,1,7,0
GO:0033700,0,2,0,0
GO:0033743,2,1,0,1
GO:0033750,0,2,0,1
GO:0033753,0,2,0,1
GO:0033762,6,3,3,0
GO:0033764,2,3,2,2
GO:0033857,1,0,0,0
GO:0033865,4,5,2,2
GO:0033866,4,4,0,2
GO:0033869,0,0,1,0
GO:0033875,4,5,2,2
GO:0033962,3,5,2,1
GO:0033979,1,1,0,1
GO:0033993,27,42,37,18
GO:0034030,4,4,0,2
GO:0034031,0,0,1,0
