,tick0,tick1,tick2,tick4
GO:0060561,1,3,0,0
GO:0060562,29,49,11,35
GO:0060563,0,0,2,1
GO:0060567,0,1,0,0
GO:0060571,1,2,1,3
GO:0060581,5,3,0,8
GO:0060582,5,3,0,8
GO:0060583,0,0,1,0
GO:0060586,0,0,0,1
GO:0060589,28,42,20,25
GO:0060590,1,1,0,2
GO:0060602,0,0,0,1
GO:0060603,0,1,0,0
GO:0060606,2,3,2,2
GO:0060612,6,2,0,0
GO:0060613,6,1,0,0
GO:0060623,1,1,2,0
GO:0060627,15,22,11,13
GO:0060628,1,1,1,1
GO:0060631,0,2,0,0
GO:0060632,3,4,2,0
GO:0060638,0,0,0,1
GO:0060669,0,0,1,0
GO:0060670,0,0,1,0
GO:0060674,0,0,0,1
GO:0060675,0,0,0,1
GO:0060696,1,6,1,2
GO:0060699,0,3,3,1
GO:0060700,0,3,3,1
GO:0060701,0,3,3,1
GO:0060702,0,3,3,1
GO:0060706,1,0,0,0
GO:0060707,1,0,0,0
GO:0060711,0,0,1,1
GO:0060712,0,1,0,1
GO:0060713,0,0,1,0
GO:0060716,0,0,0,1
GO:0060729,0,1,0,2
GO:0060732,0,0,0,2
GO:0060739,0,0,0,1
GO:0060740,0,0,0,1
GO:0060759,1,0,1,0
GO:0060761,1,0,0,0
GO:0060765,4,3,2,2
GO:0060768,1,0,0,0
GO:0060770,1,0,0,0
GO:0060788,1,1,0,0
GO:0060795,0,6,0,1
GO:0060796,0,1,0,1
GO:0060807,0,1,0,1
GO:0060810,38,34,13,28
GO:0060811,38,34,13,28
GO:0060821,1,0,0,0
GO:0060828,7,4,2,6
GO:0060830,0,1,0,0
GO:0060840,2,0,1,0
GO:0060850,0,1,0,1
GO:0060856,1,6,2,0
GO:0060857,1,5,2,0
GO:0060903,0,1,0,0
GO:0060907,0,1,0,0
GO:0060911,0,1,0,0
GO:0060913,0,1,0,0
GO:0060914,0,1,0,2
GO:0060918,4,8,9,2
GO:0060956,1,2,0,1
GO:0060964,1,2,3,2
GO:0060966,4,4,4,3
GO:0060967,3,1,1,1
GO:0060968,8,17,5,3
GO:0060969,4,9,1,1
GO:0060976,1,0,1,2
GO:0060977,1,0,1,2
GO:0060978,1,0,1,2
GO:0060993,0,1,0,0
GO:0060996,0,4,1,2
GO:0060997,0,4,1,2
GO:0060998,2,0,1,0
GO:0060999,2,0,1,0
GO:0061001,1,0,0,0
GO:0061003,1,0,0,0
GO:0061005,1,0,0,1
GO:0061008,6,9,14,5
GO:0061009,0,1,0,1
GO:0061010,0,1,0,1
GO:0061013,3,5,2,3
GO:0061014,3,5,2,3
GO:0061024,68,82,58,49
GO:0061025,26,19,14,14
GO:0061031,1,2,1,2
GO:0061041,4,8,7,3
GO:0061045,0,1,1,0
GO:0061050,1,0,0,2
GO:0061052,1,0,0,2
GO:0061053,3,5,2,1
GO:0061057,4,1,1,2
GO:0061058,0,1,0,1
GO:0061060,0,1,0,1
GO:0061061,128,132,80,93
GO:0061062,16,10,5,7
GO:0061064,16,10,5,7
GO:0061077,1,3,2,1
GO:0061081,0,1,0,0
GO:0061083,1,0,0,0
GO:0061084,1,0,0,0
GO:0061085,0,1,2,0
GO:0061086,0,1,0,0
GO:0061094,0,1,0,0
GO:0061096,0,1,0,0
GO:0061097,2,4,3,2
GO:0061098,1,1,1,1
GO:0061099,1,2,2,1
GO:0061101,0,0,1,1
GO:0061107,1,1,0,2
GO:0061108,1,1,0,2
GO:0061110,1,1,0,2
GO:0061117,1,0,0,2
GO:0061133,2,6,2,4
GO:0061134,12,28,14,11
GO:0061135,8,26,14,10
GO:0061136,13,13,8,14
GO:0061138,16,26,9,21
GO:0061144,0,0,1,0
GO:0061154,0,3,0,1
GO:0061157,0,0,0,1
GO:0061162,6,8,2,0
GO:0061163,1,0,0,0
GO:0061164,1,0,0,0
GO:0061165,1,0,0,0
GO:0061166,1,0,0,0
GO:0061174,1,4,3,3
GO:0061176,1,1,3,0
GO:0061177,1,1,3,0
GO:0061178,0,1,1,0
GO:0061179,0,1,1,0
GO:0061180,0,1,0,0
GO:0061199,0,1,0,0
GO:0061245,19,26,6,12
GO:0061298,0,0,0,2
GO:0061299,0,0,0,2
GO:0061311,0,1,0,2
GO:0061316,0,1,0,2
GO:0061318,0,2,0,2
GO:0061319,0,2,0,2
GO:0061320,0,2,0,0
GO:0061321,0,0,0,2
GO:0061326,9,21,6,13
GO:0061327,1,4,3,1
GO:0061328,0,2,0,0
GO:0061330,0,0,0,1
GO:0061331,1,0,0,0
GO:0061333,8,13,2,9
GO:0061334,0,2,0,2
GO:0061336,1,0,0,0
GO:0061337,2,0,0,1
GO:0061339,6,8,2,0
GO:0061343,3,4,3,0
GO:0061351,11,25,8,10
GO:0061352,0,2,0,2
GO:0061353,0,2,0,2
GO:0061355,1,0,0,0
GO:0061356,5,0,1,3
GO:0061357,5,0,1,3
GO:0061359,1,0,0,0
GO:0061371,2,4,0,4
GO:0061382,1,1,1,3
GO:0061383,0,1,0,0
GO:0061387,3,3,0,5
GO:0061418,7,2,0,0
GO:0061436,0,1,0,0
GO:0061437,1,0,0,0
GO:0061440,1,0,0,0
GO:0061448,13,10,4,3
GO:0061458,77,149,67,67
GO:0061462,1,0,0,1
GO:0061515,2,2,3,5
GO:0061525,8,14,2,9
GO:0061564,84,140,52,75
GO:0061572,5,9,6,6
GO:0065001,0,2,0,1
GO:0065002,9,9,3,2
GO:0065003,128,150,80,99
GO:0065004,16,15,8,12
GO:0065005,1,2,0,0
GO:0065007,974,1374,714,794
GO:0065008,338,430,237,285
GO:0065009,150,238,131,126
GO:0065010,6,1,0,1
GO:0070001,6,1,4,3
GO:0070003,0,1,0,0
GO:0070006,0,0,1,0
GO:0070008,8,1,8,3
GO:0070011,96,103,81,47
GO:0070012,0,0,0,1
GO:0070013,402,447,242,252
GO:0070025,1,0,0,0
GO:0070026,1,0,0,0
GO:0070035,38,49,14,22
GO:0070050,16,9,3,7
GO:0070053,1,3,3,0
GO:0070054,0,1,0,0
GO:0070059,1,1,1,0
GO:0070060,1,0,0,0
GO:0070062,6,1,0,1
GO:0070063,1,2,0,0
GO:0070064,0,2,0,1
GO:0070071,0,0,1,0
GO:0070073,0,1,0,0
GO:0070076,1,8,1,0
GO:0070085,29,29,28,16
GO:0070092,0,1,0,0
GO:0070094,0,1,0,0
GO:0070102,1,0,0,0
GO:0070121,0,1,0,2
GO:0070125,0,1,0,0
GO:0070126,0,1,0,0
GO:0070129,0,1,0,1
GO:0070141,1,3,1,0
GO:0070142,4,14,6,8
GO:0070160,3,14,6,6
GO:0070161,22,36,9,23
GO:0070167,1,2,1,0
GO:0070180,1,0,0,0
GO:0070181,0,1,0,0
GO:0070189,2,4,1,3
GO:0070191,1,0,0,0
GO:0070192,0,5,0,1
GO:0070193,0,2,0,0
GO:0070198,0,1,0,0
GO:0070199,0,1,0,0
GO:0070201,30,40,18,24
GO:0070206,0,2,0,1
GO:0070208,0,2,0,1
GO:0070212,0,1,0,0
GO:0070213,0,1,0,0
GO:0070227,1,0,0,0
GO:0070228,0,3,0,1
GO:0070229,0,2,0,1
GO:0070231,1,0,0,0
GO:0070232,0,1,0,1
GO:0070233,0,1,0,1
GO:0070243,0,1,0,1
GO:0070244,0,1,0,1
GO:0070247,0,1,0,0
GO:0070252,2,1,0,2
GO:0070255,0,1,0,1
GO:0070256,0,1,0,1
GO:0070262,0,1,1,0
GO:0070265,3,2,2,1
GO:0070266,0,0,0,1
GO:0070271,83,97,59,62
GO:0070272,0,0,1,0
GO:0070273,1,1,4,2
GO:0070278,1,1,0,0
GO:0070279,0,0,2,0
GO:0070280,0,0,2,0
GO:0070283,0,1,0,0
GO:0070288,1,0,0,0
GO:0070293,0,0,0,1
GO:0070294,0,0,0,1
GO:0070296,2,0,0,1
GO:0070300,0,0,4,0
GO:0070301,6,7,7,4
GO:0070302,21,23,15,6
GO:0070303,6,7,5,0
GO:0070304,5,10,6,0
GO:0070305,3,1,2,1
GO:0070306,1,3,1,0
GO:0070307,1,3,1,0
GO:0070309,1,3,0,0
GO:0070314,1,0,0,0
GO:0070324,0,0,1,0
GO:0070325,2,0,0,0
GO:0070327,0,0,1,0
GO:0070328,5,11,4,4
GO:0070339,1,1,0,0
GO:0070340,1,0,0,0
GO:0070358,3,0,0,0
GO:0070359,2,0,0,0
GO:0070360,2,0,0,0
GO:0070361,0,1,0,0
GO:0070363,0,1,1,0
GO:0070370,0,0,1,0
GO:0070372,0,3,4,0
GO:0070373,0,1,0,0
GO:0070374,0,2,4,0
GO:0070379,0,1,0,0
GO:0070382,1,0,1,0
GO:0070389,1,0,0,0
GO:0070391,0,1,0,0
GO:0070401,1,0,0,0
GO:0070402,2,1,1,3
GO:0070403,1,0,1,0
GO:0070404,2,0,0,0
GO:0070406,1,0,0,0
GO:0070407,0,1,0,0
GO:0070410,0,1,0,1
GO:0070413,0,0,1,0
GO:0070414,0,0,1,0
GO:0070415,0,0,1,0
GO:0070417,0,0,1,0
GO:0070419,1,0,0,0
GO:0070423,6,1,0,0
GO:0070424,0,0,0,1
GO:0070451,1,2,1,2
GO:0070458,1,1,0,0
GO:0070461,8,12,5,9
GO:0070469,63,39,41,20
GO:0070482,47,34,28,17
GO:0070491,2,3,0,3
GO:0070493,2,2,4,0
GO:0070506,1,6,1,2
GO:0070507,14,27,7,16
GO:0070508,1,6,1,2
GO:0070530,1,0,0,0
GO:0070534,2,0,0,2
GO:0070538,0,1,0,0
GO:0070542,3,3,2,2
GO:0070544,0,4,1,0
GO:0070545,0,1,1,1
GO:0070547,3,1,2,0
GO:0070548,3,1,1,1
GO:0070566,6,5,0,6
GO:0070567,3,1,4,1
GO:0070568,1,5,0,0
GO:0070569,2,5,2,2
GO:0070570,1,2,0,2
GO:0070572,1,2,0,2
GO:0070576,1,0,0,0
GO:0070577,0,0,0,1
GO:0070584,1,0,0,2
GO:0070585,13,10,6,4
GO:0070588,9,16,14,8
GO:0070589,1,0,0,0
GO:0070593,2,4,1,2
GO:0070594,5,1,1,1
GO:0070601,0,3,0,0
GO:0070603,14,14,6,5
GO:0070604,0,1,0,0
GO:0070605,0,0,1,0
GO:0070606,0,0,1,0
GO:0070607,0,0,1,0
GO:0070608,0,0,1,0
GO:0070609,0,0,1,0
GO:0070610,0,0,1,0
GO:0070613,1,3,0,2
GO:0070615,1,1,0,1
GO:0070628,2,1,0,1
GO:0070633,0,2,0,0
GO:0070637,0,0,2,0
GO:0070638,0,0,2,0
GO:0070640,1,1,7,0
GO:0070643,1,1,7,0
GO:0070646,14,19,5,17
GO:0070647,84,78,31,69
GO:0070661,1,1,1,2
GO:0070663,2,2,3,4
GO:0070664,1,0,0,3
GO:0070665,1,2,3,1
GO:0070670,0,0,1,0
GO:0070676,2,1,4,0
GO:0070681,0,1,0,0
GO:0070688,1,1,1,0
GO:0070695,0,1,3,1
GO:0070704,1,1,0,2
GO:0070717,1,7,2,2
GO:0070723,0,1,0,0
GO:0070725,0,0,0,1
GO:0070727,155,161,75,105
GO:0070732,4,5,1,8
GO:0070733,1,0,0,0
GO:0070734,0,0,0,1
GO:0070741,1,0,0,0
GO:0070742,0,1,0,2
GO:0070761,0,2,0,0
GO:0070774,0,2,1,0
GO:0070777,2,0,0,1
GO:0070779,2,0,0,1
GO:0070782,1,0,2,0
GO:0070783,0,1,1,2
GO:0070813,1,0,1,2
GO:0070814,1,0,1,2
GO:0070815,0,2,0,0
GO:0070818,0,0,1,0
GO:0070822,7,8,5,3
GO:0070828,3,5,0,2
GO:0070830,1,0,0,1
GO:0070838,12,19,14,11
GO:0070841,1,0,0,1
GO:0070842,1,0,0,1
GO:0070848,23,21,12,19
GO:0070851,2,3,5,3
GO:0070852,0,0,1,0
GO:0070853,0,1,3,3
GO:0070854,0,1,3,3
GO:0070855,0,1,3,3
GO:0070861,4,1,0,2
GO:0070863,2,0,0,1
GO:0070864,2,6,5,6
GO:0070865,1,2,1,2
GO:0070873,3,2,1,2
GO:0070874,1,0,1,2
GO:0070875,1,1,0,0
GO:0070876,1,0,0,1
GO:0070884,0,0,2,0
GO:0070886,0,0,2,0
GO:0070887,154,153,114,84
GO:0070888,0,1,0,0
GO:0070891,2,0,1,0
GO:0070892,0,1,0,0
GO:0070893,0,0,1,0
GO:0070894,0,1,0,1
GO:0070896,0,1,0,1
GO:0070897,1,2,2,1
GO:0070898,0,0,1,0
GO:0070914,0,1,0,0
GO:0070918,5,6,1,0
GO:0070920,0,1,0,0
GO:0070922,1,0,1,1
GO:0070923,1,0,1,1
GO:0070925,84,69,55,53
GO:0070932,0,0,1,0
GO:0070936,0,2,0,0
GO:0070938,1,1,0,0
GO:0070940,1,2,1,2
GO:0070970,0,0,2,0
GO:0070971,2,1,0,0
GO:0070972,24,16,8,12
GO:0070973,0,1,0,0
GO:0070976,0,1,1,1
GO:0070977,0,1,1,0
GO:0070979,2,0,0,0
GO:0070983,4,8,0,0
GO:0070984,1,0,0,0
GO:0070988,2,10,8,0
GO:0070989,1,1,7,0
GO:0070991,0,3,3,2
GO:0070993,2,1,1,4
GO:0070995,0,0,0,1
GO:0070997,2,2,1,4
GO:0071000,1,2,0,0
GO:0071004,0,0,1,0
GO:0071006,0,0,1,0
GO:0071007,0,0,1,0
GO:0071008,0,0,1,0
GO:0071010,0,0,1,0
GO:0071011,77,105,39,66
GO:0071012,0,0,1,0
GO:0071013,73,94,36,64
GO:0071014,0,0,1,0
GO:0071025,1,1,1,2
GO:0071027,1,1,1,2
GO:0071034,1,0,0,0
GO:0071043,1,0,0,0
GO:0071071,0,1,3,0
GO:0071072,0,1,3,0
GO:0071076,1,0,0,0
GO:0071103,34,55,25,31
GO:0071108,0,1,0,0
GO:0071109,1,0,0,2
GO:0071110,0,0,1,0
GO:0071156,11,6,5,4
GO:0071157,0,0,2,0
GO:0071158,11,6,3,4
GO:0071166,0,2,0,1
GO:0071168,0,1,0,0
GO:0071169,0,1,0,0
GO:0071173,5,8,5,2
GO:0071174,5,8,5,2
GO:0071203,1,2,0,0
GO:0071210,1,1,0,2
GO:0071212,0,3,1,3
GO:0071214,6,19,12,6
GO:0071216,4,9,5,5
GO:0071218,1,0,0,1
GO:0071219,3,8,5,2
GO:0071220,1,1,0,0
GO:0071221,1,1,0,0
GO:0071222,2,8,5,2
GO:0071223,0,1,0,0
GO:0071229,4,2,3,2
GO:0071230,4,1,3,2
GO:0071241,6,3,4,6
GO:0071242,0,0,1,0
GO:0071243,0,2,1,2
GO:0071244,0,0,1,0
GO:0071248,6,2,2,6
GO:0071249,0,1,1,0
GO:0071254,2,1,0,2
GO:0071256,7,4,0,2
GO:0071257,0,1,1,0
GO:0071259,1,2,0,0
GO:0071260,1,4,3,0
GO:0071265,3,2,2,0
GO:0071267,3,2,2,0
GO:0071276,1,2,1,1
GO:0071277,2,0,1,3
GO:0071285,2,0,0,2
GO:0071291,1,0,0,0
GO:0071295,0,0,0,1
GO:0071300,0,1,0,1
GO:0071305,0,0,0,1
GO:0071310,84,95,52,57
GO:0071312,1,1,1,0
GO:0071313,1,1,0,0
GO:0071320,1,3,2,2
GO:0071322,0,2,1,0
GO:0071326,0,1,1,0
GO:0071331,0,1,1,0
GO:0071333,0,1,1,0
GO:0071339,2,3,0,4
GO:0071340,1,0,0,0
GO:0071345,20,18,7,6
GO:0071346,1,1,1,1
GO:0071353,0,0,1,0
GO:0071354,1,0,0,0
GO:0071356,5,5,2,0
GO:0071357,0,1,0,0
GO:0071359,5,6,1,0
GO:0071361,0,0,1,0
GO:0071363,22,21,12,18
GO:0071365,0,1,1,0
GO:0071371,1,0,1,4
GO:0071375,16,21,13,8
GO:0071377,1,1,1,0
GO:0071378,0,1,0,0
GO:0071379,1,0,0,1
GO:0071383,3,3,5,3
GO:0071384,2,1,2,1
GO:0071385,2,1,2,1
GO:0071390,1,5,2,2
GO:0071395,0,0,1,0
GO:0071396,9,17,11,9
GO:0071397,0,1,0,0
GO:0071398,3,0,1,2
GO:0071400,0,0,1,0
GO:0071402,1,2,3,2
GO:0071404,1,2,3,2
GO:0071407,12,19,9,10
GO:0071415,1,1,0,0
GO:0071417,22,25,17,12
GO:0071418,0,0,1,0
GO:0071421,0,1,1,1
GO:0071422,0,3,4,0
GO:0071423,0,2,2,0
GO:0071426,0,2,0,1
GO:0071428,0,2,0,1
GO:0071444,0,0,2,0
GO:0071447,0,1,0,0
GO:0071451,5,6,5,4
GO:0071453,27,11,11,6
GO:0071454,2,1,4,0
GO:0071456,25,10,7,6
GO:0071462,0,0,1,0
GO:0071465,0,0,1,0
GO:0071466,18,18,30,9
GO:0071478,4,12,7,6
GO:0071479,1,1,0,0
GO:0071480,1,0,0,0
GO:0071481,0,1,0,0
GO:0071482,3,11,7,6
GO:0071492,0,0,1,0
GO:0071495,53,45,34,34
GO:0071496,26,32,25,12
GO:0071497,0,0,1,0
GO:0071501,5,2,2,1
GO:0071514,1,2,0,3
GO:0071521,0,0,1,0
GO:0071526,1,2,1,1
GO:0071539,0,1,1,1
GO:0071545,0,0,1,1
GO:0071546,1,1,0,2
GO:0071547,0,0,0,2
GO:0071548,0,1,2,0
GO:0071549,0,1,2,0
GO:0071554,2,1,3,0
GO:0071555,0,1,2,0
GO:0071557,0,1,0,0
GO:0071559,16,13,8,10
GO:0071560,16,13,8,10
GO:0071564,1,0,1,0
GO:0071565,1,0,1,0
GO:0071577,4,10,0,3
GO:0071585,1,1,2,0
GO:0071586,0,1,0,0
GO:0071595,0,1,0,0
GO:0071599,1,0,0,0
GO:0071600,1,0,0,0
GO:0071602,0,2,1,0
GO:0071614,0,1,7,0
GO:0071616,12,11,21,6
GO:0071617,0,1,0,0
GO:0071625,0,0,0,1
GO:0071629,1,0,0,0
GO:0071630,1,0,0,0
GO:0071632,0,0,0,1
GO:0071683,1,1,1,0
GO:0071684,5,7,6,7
GO:0071688,17,6,9,7
GO:0071692,1,1,0,0
GO:0071695,1,3,3,1
GO:0071696,2,1,0,0
GO:0071697,1,1,0,0
GO:0071698,1,0,0,0
GO:0071702,220,253,155,143
GO:0071704,1307,1628,951,894
GO:0071705,77,82,40,46
GO:0071709,1,0,0,1
GO:0071711,1,4,0,4
GO:0071712,1,0,0,1
GO:0071715,1,0,1,4
GO:0071722,0,0,0,1
GO:0071723,1,0,0,0
GO:0071724,1,0,0,0
GO:0071725,1,0,0,0
GO:0071726,1,0,0,0
GO:0071727,1,0,0,0
GO:0071763,2,3,2,0
GO:0071772,1,0,0,0
GO:0071774,8,3,2,5
GO:0071796,1,1,0,1
GO:0071797,1,1,2,0
GO:0071798,0,0,0,1
GO:0071799,0,0,0,1
GO:0071801,0,1,0,0
GO:0071803,0,1,0,0
GO:0071804,3,5,5,3
GO:0071805,3,5,5,3
GO:0071806,9,9,3,2
GO:0071813,1,6,1,2
GO:0071814,1,6,1,2
GO:0071817,3,4,4,1
GO:0071822,300,270,147,182
GO:0071824,28,23,13,17
GO:0071825,2,9,2,2
GO:0071826,30,43,13,26
GO:0071827,2,9,2,2
GO:0071830,0,0,1,0
GO:0071837,1,1,0,0
GO:0071840,834,991,508,574
GO:0071852,1,1,2,0
GO:0071877,1,0,0,2
GO:0071879,1,0,0,2
GO:0071885,2,1,0,0
GO:0071887,1,0,0,0
GO:0071889,1,0,1,1
GO:0071897,6,14,6,6
GO:0071900,23,32,18,17
GO:0071901,7,14,7,11
GO:0071902,12,15,11,3
GO:0071907,1,4,1,0
GO:0071941,1,2,9,0
GO:0071944,248,307,184,174
GO:0071947,1,1,0,0
GO:0071955,1,0,0,0
GO:0071963,2,0,0,0
GO:0071986,2,0,0,1
GO:0071988,1,0,0,0
GO:0071990,1,0,0,0
GO:0072001,14,26,11,18
GO:0072002,9,20,6,13
GO:0072003,0,1,0,0
GO:0072006,2,0,0,1
GO:0072007,1,0,0,0
GO:0072008,1,0,0,0
GO:0072010,0,0,0,1
GO:0072012,1,0,0,0
GO:0072015,0,0,0,1
GO:0072071,1,0,0,0
GO:0072073,0,0,0,1
GO:0072089,13,24,6,11
GO:0072091,3,7,0,1
GO:0072109,1,0,0,0
GO:0072112,0,0,0,1
GO:0072114,0,1,0,0
GO:0072116,0,1,0,0
GO:0072132,1,0,0,0
GO:0072141,1,0,0,0
GO:0072143,1,0,0,0
GO:0072144,1,0,0,0
GO:0072148,0,0,1,0
GO:0072175,4,5,2,3
GO:0072310,0,0,0,1
GO:0072311,0,0,0,1
GO:0072319,1,1,2,0
GO:0072329,13,18,20,10
GO:0072330,19,19,34,11
GO:0072331,15,13,5,6
GO:0072332,4,7,2,2
GO:0072334,3,2,4,3
GO:0072337,4,2,3,2
GO:0072338,0,0,1,0
GO:0072339,0,0,1,0
GO:0072341,7,10,1,4
GO:0072345,0,0,1,0
GO:0072347,3,3,3,3
GO:0072348,6,8,3,6
GO:0072349,3,1,0,0
GO:0072350,1,4,1,2
GO:0072357,0,2,1,0
GO:0072358,58,68,44,47
GO:0072359,58,68,44,47
GO:0072372,2,3,2,0
GO:0072375,0,1,1,2
GO:0072376,1,5,4,0
GO:0072378,1,3,4,0
GO:0072384,4,5,2,3
GO:0072393,0,1,2,1
GO:0072395,11,4,3,4
GO:0072401,11,4,3,4
GO:0072413,11,4,3,4
GO:0072422,11,4,3,4
GO:0072431,11,4,3,4
GO:0072499,6,14,5,7
GO:0072503,35,22,20,17
GO:0072507,35,22,21,17
GO:0072509,14,26,14,11
GO:0072511,16,29,14,14
GO:0072512,3,2,2,3
GO:0072520,6,1,0,2
GO:0072521,215,249,135,114
GO:0072522,34,31,18,9
GO:0072523,189,221,120,109
GO:0072524,11,8,12,6
GO:0072525,4,3,3,1
GO:0072526,0,1,2,0
GO:0072527,12,14,18,7
GO:0072528,8,11,17,6
GO:0072529,3,2,3,3
GO:0072530,1,1,0,1
GO:0072531,4,3,4,3
GO:0072542,0,1,0,0
GO:0072553,1,1,1,0
GO:0072572,1,1,1,0
GO:0072578,1,2,0,3
GO:0072579,1,0,0,1
GO:0072583,0,1,0,0
GO:0072586,1,0,0,0
GO:0072593,13,8,8,7
GO:0072594,40,33,20,19
GO:0072595,7,4,1,5
GO:0072599,18,13,7,7
GO:0072600,1,0,0,2
GO:0072655,13,9,6,4
GO:0072657,5,6,3,6
GO:0072658,1,0,0,1
GO:0072659,3,3,1,4
GO:0072660,1,0,0,1
GO:0072661,2,0,0,1
GO:0072662,4,2,2,1
GO:0072663,4,2,2,1
GO:0072665,5,8,5,6
GO:0072666,4,8,5,5
GO:0072668,5,4,1,1
GO:0072671,1,0,0,0
GO:0072686,10,18,6,14
GO:0072687,0,1,0,0
GO:0072698,1,0,0,2
GO:0075015,0,0,0,1
GO:0075136,3,1,2,0
GO:0075259,1,0,4,0
GO:0075297,0,0,1,0
GO:0075306,0,0,1,0
GO:0075308,0,0,1,0
GO:0075528,2,1,2,0
GO:0075733,9,3,2,0
GO:0080007,1,0,0,0
GO:0080008,2,2,3,3
GO:0080009,1,0,0,0
GO:0080019,0,3,1,2
GO:0080022,0,1,1,0
GO:0080023,1,1,0,0
GO:0080025,0,1,5,1
GO:0080090,395,637,271,325
GO:0080111,0,1,0,0
GO:0080120,0,1,0,0
GO:0080124,0,0,1,0
GO:0080134,63,82,59,43
GO:0080135,37,48,33,25
GO:0080146,0,0,1,1
GO:0080154,0,0,1,0
GO:0080164,1,0,1,0
GO:0080176,0,0,1,0
GO:0080182,0,0,0,1
GO:0080184,0,2,7,0
GO:0086001,2,0,0,1
GO:0086002,2,0,0,1
GO:0086004,2,0,0,1
GO:0086005,2,0,0,1
GO:0086009,2,0,0,1
GO:0086010,2,0,0,1
GO:0086011,2,0,0,1
GO:0086012,2,0,0,1
GO:0086013,2,0,0,1
GO:0086014,2,0,0,1
GO:0086015,2,0,0,1
GO:0086018,2,0,0,1
GO:0086019,2,0,0,1
GO:0086026,2,0,0,1
GO:0086036,2,0,0,1
GO:0086046,2,0,0,1
GO:0086065,2,0,0,1
GO:0086066,2,0,0,1
GO:0086070,2,0,0,1
GO:0086091,2,0,0,1
GO:0090002,3,2,1,3
GO:0090003,0,1,4,1
GO:0090004,0,1,2,1
GO:0090017,1,0,0,0
GO:0090030,0,0,0,2
GO:0090036,0,1,1,0
GO:0090037,0,0,1,0
GO:0090052,1,2,1,0
GO:0090056,0,1,1,0
GO:0090062,0,0,1,0
GO:0090063,1,0,0,0
GO:0090066,52,65,25,49
GO:0090068,27,18,7,12
GO:0090069,1,1,1,0
GO:0090070,1,1,1,0
GO:0090074,2,0,1,0
GO:0090075,1,1,0,1
GO:0090079,1,4,2,2
GO:0090080,0,0,1,0
GO:0090087,2,6,5,0
GO:0090090,2,2,0,2
GO:0090092,12,17,6,8
GO:0090097,0,3,0,3
GO:0090099,0,3,0,1
GO:0090100,1,7,3,1
GO:0090101,11,11,3,3
GO:0090102,0,0,1,0
GO:0090107,0,0,1,0
GO:0090109,0,0,1,0
GO:0090114,1,2,0,1
GO:0090128,1,0,0,0
GO:0090129,1,0,0,0
GO:0090130,49,70,25,32
GO:0090132,49,68,23,32
GO:0090136,1,5,0,0
GO:0090140,3,5,2,1
GO:0090141,3,5,2,1
GO:0090150,3,2,1,3
GO:0090158,1,1,0,1
GO:0090161,1,0,0,0
GO:0090162,6,6,1,2
GO:0090163,2,1,0,2
GO:0090169,0,1,0,0
GO:0090173,0,1,0,0
GO:0090174,14,8,5,5
GO:0090175,8,4,8,9
GO:0090181,1,4,2,3
GO:0090196,0,2,0,0
GO:0090197,0,2,0,0
GO:0090199,0,0,1,1
GO:0090200,0,0,0,1
GO:0090201,0,0,1,1
GO:0090205,0,4,0,2
GO:0090206,0,0,0,1
GO:0090207,1,7,4,2
GO:0090208,1,7,1,2
GO:0090218,0,1,1,0
GO:0090224,2,9,0,1
GO:0090231,1,0,0,0
GO:0090232,1,0,0,0
GO:0090239,0,1,0,0
GO:0090240,0,1,0,0
GO:0090250,0,2,0,0
GO:0090251,1,0,0,0
GO:0090254,5,5,3,4
GO:0090257,7,6,1,6
GO:0090263,5,2,2,2
GO:0090266,1,0,0,0
GO:0090267,1,0,0,0
GO:0090273,0,1,0,0
GO:0090275,0,1,0,0
GO:0090276,2,6,5,0
GO:0090277,0,2,0,0
GO:0090278,0,3,1,0
GO:0090279,0,0,1,0
GO:0090281,0,0,1,0
GO:0090287,10,11,6,2
GO:0090288,8,8,3,1
GO:0090302,5,2,2,3
GO:0090304,371,535,248,308
GO:0090305,22,34,14,17
GO:0090306,1,4,2,2
GO:0090307,2,6,1,3
GO:0090311,1,0,0,0
GO:0090312,1,0,0,0
GO:0090313,2,1,0,1
GO:0090314,2,1,0,1
GO:0090316,12,19,8,11
GO:0090317,3,8,2,4
GO:0090322,0,1,0,0
GO:0090324,0,0,0,1
GO:0090328,0,0,1,0
GO:0090329,0,5,2,5
GO:0090330,1,1,0,2
GO:0090331,1,1,0,2
GO:0090334,0,0,1,0
GO:0090342,0,1,0,0
GO:0090344,0,1,0,0
GO:0090347,0,1,7,0
GO:0090348,0,1,7,0
GO:0090349,0,1,7,0
GO:0090350,0,1,7,0
GO:0090351,0,0,1,0
GO:0090364,0,2,0,1
GO:0090381,0,1,0,2
GO:0090382,1,5,3,1
GO:0090383,0,1,0,0
GO:0090385,0,1,0,0
GO:0090386,0,3,0,0
GO:0090387,0,1,0,0
GO:0090398,2,1,0,0
GO:0090407,54,62,48,22
GO:0090409,2,0,0,0
GO:0090410,2,0,0,0
GO:0090420,0,1,7,0
GO:0090422,1,0,0,0
GO:0090435,2,2,1,0
GO:0090441,0,0,1,0
GO:0090481,4,3,4,3
GO:0090482,2,1,1,2
GO:0090484,1,3,0,2
GO:0090493,0,0,1,0
GO:0090494,0,0,1,0
GO:0090498,0,0,0,1
GO:0090501,2,2,1,2
GO:0090502,2,0,1,2
GO:0090504,1,3,3,2
